,Phone number,Fax,Email,Website,Address,locality,administrative_area_level_2,administrative_area_level_1,country,relation_number
1342,037 86 71 06/037 86 71 04,037 86 71 03,apcsafelouiden4121@yahoo.com,,46 rue de l ALN SAFEL EL OUIDEN,Safel El Ouiden,Bir Bouhouche,Souk Ahras,Algeria,6663205
1343,037 83 98 21/037 83 98 23,037 83 98 22,ragoubacommune@gmail.com,,Nouvelle ville RAGOUBA,Ragouba,M'Daourouche,Souk Ahras,Algeria,6663204
1344,037 77 01 04,037 77 01 02,communekhemissa4123@gmail.com,,Rue 1 er novembre 1954 KHEMISSA,Khemissa,Sedrata,Souk Ahras,Algeria,6663195
1345,037 83 01 05/037 83 01 08,037 83 01 05/037 83 01 08 ,ouedkebritcommune@gmail.com,,Siége commune OUED KEBRIT,Oued Kebrit,Oum El Adhaim,Souk Ahras,Algeria,6663199
1346,037 83 41 02,037 83 41 05,apcterreguelt.4125@gmail.com,,Rue haouari boumediene TERRAGUELT,Terraguelt,Oum El Adhaim,Souk Ahras,Algeria,6663210
1347,037 86 81 07,037 86 81 09,apc_zouabi4126@yahoo.com,,03 cité houari boumediene ZOUABI,Zouabi,Bir Bouhouche,Souk Ahras,Algeria,6663213
1348,024 37 49 51 ,024 37 49 47 ,tipasaapc@gmail.com,,COTE OUEST POS AU2,Tipaza,Tipaza,Tipaza,Algeria,2312615
1349,024 34 02 27,024 34 02 27,apcmenaceur4202@gmail.com ,,RUE 1 ER NOVEMBRE MENACEUR,Menaceur,Sidi Amar,Tipaza,Algeria,2316687
1350,024 35 32 60,02435 32 62 / 63,apclarhat4203@.com,,rue aissa marouche lathat,Larhat,Damous,Tipaza,Algeria,2612369
1351,024 30 83 81,024 30 83 25/22,,,rue douadi ali  - douaouda   -,Douaouda,Fouka,Tipaza,Algeria,2280929
1352,024 49 80 99,024 49 88 01,bourkika@hotmail.com,,RUE 1 ER NOVEMBRE - BOURKIKA -,Bourkika,Ahmar El Ain,Tipaza,Algeria,2308420
1353,024 40 23 26,024 40 34 17,apc2khemisti@gmail.com,,RUE EMIR AEK   - KHEMISTI  -,Khemisti,Bou Ismail,Tipaza,Algeria,2300950
1354,024 45 31 09,024 45 34 38,,,AGHBAL   CENTRE,Aghbal,Gouraya,Tipaza,Algeria,2612478
1355,024  39 10 61,024 39 10 62,contact@dairahadjout.com,,RUE ATTAFIA  HADJOUT,Hadjout,Hadjout,Tipaza,Algeria,2308454
1356,024 33 42 67,024 33 41 99,sidiamar4209@gmail.com,,RUE AHMED TADJOURI  SDI AMAR,Sidi-Amar,Sidi Amar,Tipaza,Algeria,2312607
1357,024 45 20 08,024 45 25 26,,,RUE 1 ER NOVEMBRE  - GOURAYA -,Gouraya,Gouraya,Tipaza,Algeria,2614802
1358,024 37 21 84,024 37 21 84,apcnador@hotmail.com,,RUE MOHAMED BOUNEKRAF - NADOR -,Nador,Sidi Amar,Tipaza,Algeria,2312606
1359,024 38 97 94,024 38 97 94 ,apcchaiba42012@gmail.com,,RUE PRINCIPALE - CHAIBA    -,Chaiba,Kolea,Tipaza,Algeria,2296879
1360,024 32 97 87,024 32 97 87 ,apc.aintagourait@gmail.com,,RUE 1 ER NOVEMBRE - AIN TAGOURAIT  -,Ain Tagourait,Bou Ismail,Tipaza,Algeria,2305516
1361,024 43 92 37 ,024 43 90 90,cherchellapc@gmail.com,apc-cherchell.dz,RUE CHAHID NOUFI AHMED - CHERCHELL,Cherchell,Cherchell,Tipaza,Algeria,2312620
1362,024 34 32 59,024 34 31 33 ,maire_damous@yahoo.fr,,rue principale damous,Damous,Damous,Tipaza,Algeria,2609923
1363,024 54 43 19 ,024 54 43 19,,,RUE 1 ER NOVEMBRE - MEURAD,Merad,Hadjout,Tipaza,Algeria,2308455
1364,024 40 15 91,024 40 15 98 ,,,RUE BOULIFA MOHAMED - FOUKA -,Fouka,Fouka,Tipaza,Algeria,2280930
1365,024 31 66 80/81,024 31 66 72  ,apc.bouismail4218@gmail.com,,ROUTE DE KOLEA  - BOUISMAIL    -,Bou Ismail,Bou Ismail,Tipaza,Algeria,2297203
1366,024 55 97 40,024 55 97 37 ,apc4278@hotmail.com,,RUE 1 ER NOVEMBRE - AHMEUR EL AIN,Ahmer El Ain,Ahmar El Ain,Tipaza,Algeria,2308419
1367,024 30 34 29 ,024 30 34 29,bouharoun4218@gmail.com,,RUE 1 ER  NOVEMBRE  -  BOUHAROUN   -,Bou Haroun,Bou Ismail,Tipaza,Algeria,2301021
1368,024 33 13 41,024 33 13 37,sidighiles4221@yahoo.fr,apc-sidighiles.dz,RUE 1 ER NOVEMBRE - SIDI GHILES  -,Sidi Ghiles,Cherchell,Tipaza,Algeria,2318188
1369,024 34 51 13,024 34 51 10,,,MESSELMOUN CENTRE,Messelmoun,Gouraya,Tipaza,Algeria,2320421
1370,024 55 62 71,024 55 62 67/70,,,RUE BOUDJEMAA MOHAMED SIDI RACHED,Sidi Rached,Ahmar El Ain,Tipaza,Algeria,2305517
1371,024 38 08 31 ,024 38 07 76,koleacommune@gmail.com,,RUE DE LA REVOLITION     -  KOLEA   -,Kolea,Kolea,Tipaza,Algeria,2280931
1372,024 59 03 77,024 59 03 77,apcattatba2017@gmail.com,,RUE DE L'INDIPENDANCE     -   ATTATBA  -,Attatba,Kolea,Tipaza,Algeria,2302521
1373,024 44 81 01 / 99,024 44 81 97,sidisemianeapc@gmail.com,,RUE CENTRE - SIDI SEMIANE,Sidi Semiane,Cherchell,Tipaza,Algeria,2317935
1374,024 53 61 01,024 53 61 02/24,papcbenimileuk42@gmail.com,,APC BENI MILEUK,Beni Mileuk,Damous,Tipaza,Algeria,2611086
1375,024 35 07 04,024 35 07 03,hadjret.ennous@yahoo.fr,,RUE CENTRE  - HADJRET ENNOUS,Hadjret Ennous,Cherchell,Tipaza,Algeria,2318187
1376,031 48 02 42,031 48 02 43,,,Rue Bentoubal,Mila,Mila,Mila,Algeria,2239839
1377,031 49 58 50,031 49 58 47,commune.ferdjioua@gmail.com,,Rue Ahriche Ali,Ferdjioua,Ferdjioua,Mila,Algeria,2155365
1378,031 42 74 93 /031 42 74 98,031 42 74 92 /031 42 74 99 /031 42 74 96 /031 42 74 94,communechelghoumlaid4303@gmail.com,,Cité abdelallah Bacha Rue Moudjahid Zegat Mohammed,Chelghoum Laid,Chelghoum Laid,Mila,Algeria,2195009
1379,031 53 07 58,031 53 07 57 /031 50 71 39,oued_athmenia@yahoo.fr,,Rue ALN,Oued Athmenia,Chelghoum Laid,Mila,Algeria,2198535
1380,031 41 72 61,031 41 72 63,apc4305am@gmail.com,,Rue 01 Novembre 1954,Ain Mellouk,Chelghoum Laid,Mila,Algeria,2195010
1381,031 42 26 55,031 42 26 52 /031 42 26 51,commune-teleghma@yahoo.com,,Rue Hadjira Ahmed,Teleghma,Teleghma,Mila,Algeria,2197207
1382,031 42 03 45 ,031 42 03 45,www.4307.apc@gmail.com,,Cité Karouge Massoud,Oued Seguen,Teleghma,Mila,Algeria,2197217
1383,031 53 50 49,031 53 51 83,apctadjenant@gmail.com,,Rue Amir Abde Al Kadar,Tadjenanet,Tadjenanet,Mila,Algeria,2195008
1384,031 41 51 79 /031 41 51 80 /031 41 51 83,031 41 51 79 /031 41 51 83,apc.benyahia@gmail.com,,Boulevard Chahid Lakhdar Chelouch,Benyahia Abderrahmane,Tadjenanet,Mila,Algeria,2189769
1385,031 45 67 72,031 45 67 76 /031 45 67 75,commune.ouedendja@gmail.com,,Route Bouchekkouf youced,Oued Endja,Oued Endja,Mila,Algeria,2239838
1386,031 48 61 78,031 48 61 77 /031 48 61 76 /031 48 61 73,ahmedrachedi4311@gmail.com,,Rue 01 Novembre 1954,Ahmed Rachedi,Oued Endja,Mila,Algeria,2204813
1387,031 51 41 04,031 51 41 08,,,Ouled Khalouf Centre,Ouled Khalouf,Tadjenanet,Mila,Algeria,2196245
1388,031 48 72 71,031 48 72 73,commune4313@yahoo.fr,,Rue 01 Novembre 1954,Tiberguent,Rouached,Mila,Algeria,2262854
1389,031 49 02 44 /031 49 02 43,031 49 02 43,apc4314@gmail.com,,Rue 01 Novembre 1954,Bouhatem,Bouhatem,Mila,Algeria,2189768
1390,031 49 10 91,031 49 10 84,rouached4315@yahoo.fr,,Rue Frère Boutan,Rouached,Rouached,Mila,Algeria,2155364
1391,031 49 68 03 /031 49 68 04 /031 49 68 06  /031 49 68 07 /031 49 68 88,031 49 68 04 /031 49 68 06 /031 49 68 07 /031 49 68 88,apc.tassalalemtai@gmail.com,,Tassala Centre,Tassala Lemtai,Terrai Bainen,Mila,Algeria,2255332
1392,031 44 56 33 /031 44 56 34,031 44 56 36,apcgraremgouga4317@gmail.com,http://www.commune-graremgouga.dz,Rue Said Zerara,Grarem Gouga,Grarem Gouga,Mila,Algeria,2240222
1393,031 47 13 17 /031 47 13 20 /031 47 13 21,031 47 13 17 /031 47 13 20,apc.sidi.mer@gmail.com,,Place 20 aout 1955 -N11,Sidi Merouane,Sidi Merouane,Mila,Algeria,2502114
1394,031 49 32 84,031 49 32 83,tassadane.haddada.commune@gmail.com,,Rue Chahid Kalekala Belkassem,Tassadane Haddada,Tassadane Haddada,Mila,Algeria,2155362
1395,031 48 41 72 /031 48 41 71,031 48 41 70 /031 48 41 71,communederrahibousselah@yahoo.com,,Cité Hamoude Mamaar,Derrahi Bousselah,Bouhatem,Mila,Algeria,2163225
1396,031 58 31 18,031 58 31 02,apc.zarza@gmail.com,,Rue El Chouhada Frères Latmen Toumselt,Minar Zarza,Tassadane Haddada,Mila,Algeria,2155363
1397,031 49 37 27,031 49 37 80 /031 49 37 79,apcamiraarres@gmail.com,,Tassafat Amira Arres,Amira Arres,Terrai Bainen,Mila,Algeria,2254494
1398,031 45 31 91,031 45 31 90 /031 45 31 92,apcbeinen@yahoo.fr,,Cité Bardou,Terrai Bainen,Terrai Bainen,Mila,Algeria,2254248
1399,031 44 92 43 /031 44 92 44 /031 44 92 51 ,031 44 92 48 /031 44 92 45,apc.hamala@yahoo.fr,,Rue Chahid Haddad Alawa,Hamala,Grarem Gouga,Mila,Algeria,2242607
1400,031 44 02 07,031 44 03 50,,,Ain Tine Centre,Ain Tine,Mila,Mila,Algeria,2205276
1401,031 51 81 04 /031 51 81 05 /031 51 81 06 /031 51 81 07,031 51 81 05 /031 51 81 06 /031 51 81 07,apc_elmechira@yahoo.com,,Cité ALN,El Mechira,Teleghma,Mila,Algeria,2196246
1402,031 44 21 01,031 44 21 01,,,Rue Kaawane Zidane,Sidi Khelifa,Mila,Mila,Algeria,2205192
1403,031 55 42 05,031 45 10 38 / 031 45 10 36,commune.zeghaia@yahoo.com,,Route Bensamma elmacheri,Zeghaia,Oued Endja,Mila,Algeria,2267408
1404,031 48 81 64,031 48 81 64,apc.elayadi.berbes@gmail.com,,Cité Chahid Harak Massoud N 118,El Ayadi Barbes,Ain Beida Harriche,Mila,Algeria,2155366
1405,031 48 22 42,031 48 22 43,apc.ain.beida.harriche@gmail.com,,Rue Chahid Makhetout  Ahmed,Ain Beida Harriche,Ain Beida Harriche,Mila,Algeria,2162145
1406,031 48 12 04,031 48 12 08,apc.beniguecha@gmail.com,,Rue Hamma Ahmed,Yahia Beniguecha,Ferdjioua,Mila,Algeria,2261946
1407,031 44 82 29 /031 44 81 22 /031 44 82 31,031 44 82 29 /031 44 81 22 /031 44 82 31,apc.chigara@yahoo.com,,Cité 01 Novembre 1954,Chigara,Sidi Merouane,Mila,Algeria,2242666
1408,027504574/027504569,027504562/027504565,,,HAY  EMIR ABDELKADER,Ain-Defla,Ain Defla,Ain-Defla,Algeria,2777356
1409,27649048,27649449,apc.miliana.4402@gmail.com,,AVENUE EMIR ABDELKADER,Miliana,Miliana,Ain-Defla,Algeria,2783389
1410,27644293,27644283,boumedfaaapc@gmail.com,,RUE 1ERE NOVEMBRE,Boumedfaa,Boumedfaa,Ain-Defla,Algeria,2625705
1411,27561542,27561536,apc.khemis@gmail.com,,RUE COLONEL BOUGARA,Khemis-Miliana,Khemis,Ain-Defla,Algeria,2658815
1412,27543407,27543412,,,RUE 1ER NOVEMBRE 1954,Hammam-Righa,Hammam Righa,Ain-Defla,Algeria,2625844
1413,27528409,27528407,aribdz@gmail.com,,RUE RENIMA MOHAMED,Arib,El Amra,Ain-Defla,Algeria,2781482
1414,27522467,27522466,apc.djelida4407@gmail.com,,RUE DJAICH ETTAHRIR,Djelida,Djelida,Ain-Defla,Algeria,2737123
1415,27520588,27520597,,,RUE 19 JUIN,El-Amra,El Amra,Ain-Defla,Algeria,2755387
1416,27519182,27519180,apcbourached@gmail.com,,RUE CHAHID HALLAL MOHAMMED,Bourached,Djelida,Ain-Defla,Algeria,2762966
1417,027621130/027621136,27621135,equipementattaf9@gmail.com,,COMMUNE EL-ATTAF BOULVARD 24 FEVRIER,El-Attaf,El Attaf,Ain-Defla,Algeria,2744462
1418,27639518,27639519,commune44abadia11@gmail.com,,RUR DJILALI BOUNAAMA,El-Abadia,El Abadia,Ain-Defla,Algeria,2749875
1419,27541864,27541865,,,RUE 20 AOUT DJENDEL 44005,Djendel,Djendel,Ain-Defla,Algeria,2642511
1420,27686189,27686197,ouedchorfa4413@gmail.com,,RUE  GARMIT  MOHAMED  OUED CHORFA 44024,Oued Chorfa,Djendel,Ain-Defla,Algeria,2645875
1421,27575371,27575368,apcainlekh123@gmail.com,,RUE 05 JUILLET,Ain-Lechiakh,Ain Lechiakh,Ain-Defla,Algeria,2647524
1422,27687162,27687163,apc44oueddjemaa@gmail.com,,RUE ALLIDJ MOHAMED,Oued Djemaa,Ain Lechiakh,Ain-Defla,Algeria,2648233
1423,27617354,27617352,apcrouina@gmail.com,,RUE DE L’INDEPENDANCE,Rouina,Rouina,Ain-Defla,Algeria,2756568
1424,27627248,27627246,apc4417zeddine@gmail.com,,RUE DU 19 MARS 1962,Zeddine,Rouina,Ain-Defla,Algeria,2759956
1425,27526192,027526188/027526189,apc.hassania4418@gmail.com,,RUE MEKKI MENDIL,Hassania,Bathia,Ain-Defla,Algeria,2740818
1426,27574474,27574477,birouled khelif@gmail.com,,RUE EL CHOUHADA BIROULD KHELIFA,Bir-Ould-Khelifa,Bordj El Emir Khaled,Ain-Defla,Algeria,2656735
1427,27572205,27572206,apc4420@gmail.com,,RUE 05 JUILLET,Ain-Soltane,Ain Lechiakh,Ain-Defla,Algeria,2645628
1428,27673405,27673402,communetiz2016@gmail.com,,RUE EL MOUSSALAHA EL WATANIA,Tarik-Ibn-Ziad,Bordj El Emir Khaled,Ain-Defla,Algeria,2656514
1429,27570396,27570393,apc.bordjemirkhaled@gmail.com,,RUE EL NASR BORDJ EMIR KHALED,Bordj-Emir-Khaled,Bordj El Emir Khaled,Ain-Defla,Algeria,2654404
1430,27534216,27534275,com.aintorki@yahoo.fr,,RUE EMIR ABDELKADER,Ain-Torki,Hammam Righa,Ain-Defla,Algeria,2626770
1431,27689073,27689077,,,RUE 01 NOVEMBRE 1954,Sidi-Lakhdar,Khemis,Ain-Defla,Algeria,2782513
1432,27533212,27533210,apcbenallel4425@gmail.com,,AVENUE EMIR ABDELKADER,Ben Allal,Miliana,Ain-Defla,Algeria,2782897
1433,27531246,27531298,apc-ainbeniane3544@yahoo.fr,,RUE GOURARIA MOHAMED,Ain-Benian,Hammam Righa,Ain-Defla,Algeria,2626176
1434,27537401,27537402,hoceinia4427@gmail.com,,RUE AMI AISSA DJILLALI,Hoceinia,Boumedfaa,Ain-Defla,Algeria,2628695
1435,27687668,27687629,commune.birbouche@yahoo.fr,,RUE FRERES FERRACHE BIRBOUCHE 44042,Birbouche,Djendel,Ain-Defla,Algeria,2647126
1436,27521160,27521153,apcdoc4429@gmail.com,,RUE CHAHID ARDJOUNE ABDELKADER,Djemaa Ouled Cheikh,Djelida,Ain-Defla,Algeria,2738270
1437,27513112,27513267,4430mekhatriaapc@gmail.com,,RUE MELAHI BEN YOUSSEF,Mekhatria,El Amra,Ain-Defla,Algeria,2780991
1438,27529171,27529172,combathia4431@gmail.com,,RUE 1ER NOVEMBRE 1954,Bathia,Bathia,Ain-Defla,Algeria,2742409
1439,27525158,27525159,commune.tacheta.zougagha@gmail.com,,RUE MILOUDI SAYAH,Tacheta Zegagha,El Abadia,Ain-Defla,Algeria,2752239
1440,27626672,27626673,apcainbouyahia4433@gmail.com,,RUE BEN SIRA IBRAHIM,Ain-Bouyahia,El Abadia,Ain-Defla,Algeria,2754069
1441,27614195,27614197,apcelmaine4434@gmail.com,,PLACE DE L’INDEPENDANCE,El-Maine,Rouina,Ain-Defla,Algeria,2742666
1442,27596223,027596398/027596396,tiberkanine4435@gmail.com,,TIBERKANINE CENTRE,Tiberkanine,El Attaf,Ain-Defla,Algeria,2743654
1443,27627937,27627940,apc.belaas4436@gmail.com,,RUE EL MOUSSALAHA EL WATANIA,Belaas,Bathia,Ain-Defla,Algeria,2742602
1444,049 59 53 65,049 59 52 14,,,,Naama,Naama,Naama,Algeria,6544124
1445,049 77 61 33/53 80,049 77 61 35,,,,Mecheria,Mecheria,Naama,Algeria,6544122
1446,049 56 11 31,049 56 10 22,,,,Ain Sefra,Ain Sefra,Naama,Algeria,6544117
1447,049 76 82 03,049 76 81 44,,,,Tiout,Ain Sefra,Naama,Algeria,6544126
1448,049 76 71 09,049 76 71 10,,,,Sfissifa,Sfissifa,Naama,Algeria,6544125
1449,049 76 01 90,049 76 01 90,,,,Moghrar,Moghrar,Naama,Algeria,6544123
1450,049 56 02 07,049 56 02 03,,,,Asla,Asla,Naama,Algeria,6544115
1451,049 75 81 13,049 75 81 37,,,,Djeniane Bourzeg,Moghrar,Naama,Algeria,6544118
1452,049 79 82 06,049 79 82 02,apcabk45110@gmail.com,,,Ain Ben Khelil,Mecheria,Naama,Algeria,6544116
1453,049 58 32 02,049 58 31 00,,,,Mekmene Ben Amar,Mekmene Ben Amar,Naama,Algeria,6544121
1454,049 77 21 53,049 77 21 61,,,,Kasdir,Mekmen Ben Amar,Naama,Algeria,6544120
1455,049 78 11 05,049 78 17 45,apcelbiodhpcd@gmail.com,,,El Biodh,Mecheria,Naama,Algeria,6544119
1456,043 78 32 13/043 78 11 28,043 79 64 70,,,BOULEVARD 01 NOUVEMBRE,Ain Temouchent,Ain Temouchent,Ain Temouchent,Algeria,6535198
1457,043610504/043610134,43610504,apcchbat@gmail.com,,Chaabat El Ham.apc,Chaabat El Ham,El Maleh,Ain Temouchent,Algeria,6535203
1458,043 75 30 67,043 75 30 68,,,APC OULED KIHAL,Ouled Kihal,El Maleh,Ain Temouchent,Algeria,6535215
1459,043 73 72 67,043 73 53 20,"apchbh4604@gmail,com",w.skyrock.com,Rue mohamed khemisti commune de hammam bou hadjar,Hammam Bou Hadjar,Hammam Bou Hadjar,Ain Temouchent,Algeria,6535209
1460,043 66 71 53,043 66 75 88,"apcbouzedjar4605@gmail,com",,"Rue Abed Said, Bouzedjar",Bouzedjar,El Amria,Ain Temouchent,Algeria,6535202
1461,043 73 30 10,043 73 30 07,,,Rue 20 Aout Oued  Berkeche,Oued Berkeche,Hammam Bou Hadjar,Ain Temouchent,Algeria,6535213
1462,043 77 01 68/043 77 01 07,043 77 01 70/043 77 01 37,aghlal4607@yahoo.fr,,CITE SLIMANE OTHMANE TAYEB,Aghlal,Ain Kihel,Ain Temouchent,Algeria,6535195
1463,043 62 45 25,043 62 43 95,dairaelmalah@gmail.com,,Rue haddou houari,Terga,El Maleh,Ain Temouchent,Algeria,6535220
1464,43731158,43731161,,,Place des Martyrs,Ain El Arbaa,Ain Larbaa,Ain Temouchent,Algeria,6535196
1465,043 72 01 24,043 72 01 15,bmp.tamzoura@gmail.com,,Rue Mohamed Khemisti /Tamazoura daira Ain Larbaa,Tamzoura,Ain Larbaa,Ain Temouchent,Algeria,6535219
1466,043 72 42 08,043 72 42 09,,,Place des Martyrs,Chentouf,Hammam Bou Hadjar,Ain Temouchent,Algeria,6535204
1467,043 61 82 91,43618113,,,Avenue 1er Novembre,Sidi Ben Adda,Ain Temouchent,Ain Temouchent,Algeria,6535216
1468,43655183,43655184,apc.aoubellil4613@gmail.com,,Rue Si Mahieddine,Aoubellil,Ain Kihel,Ain Temouchent,Algeria,6535200
1469,043756983/6415/0243/6839,043 75 69 83,apc@yahoo.fr,,BELHOUSSEINE LAARADJ EL MALAH,El Malah,El Maleh,Ain Temouchent,Algeria,6535207
1470,043 72 81 02,043 72 81 31,,,Rue L'independance,Sidi Boumediene,Ain Larbaa,Ain Temouchent,Algeria,6535217
1471,043-72 21 10,043-72-22-53,,,Cité  1er  Novembre,Oued Sebbah,Ain Larbaa,Ain Temouchent,Algeria,6535212
1472,43759186,043759187/043759160,"ouledboudjemaa84@gmail,com",,Place des Martyrs,Ouled Boudjemaa,El Amria,Ain Temouchent,Algeria,6535214
1473,043 79 78 65,043 79 78 63,ain.tolba.apc@gmail.com,,Route de Ain Temouchent,Ain Tolba,Ain Kihel,Ain Temouchent,Algeria,6535199
1474,043 76 01 90 / 01 85,043 76 05 20,,,Rue El Amir Abdelkader - El Amria,El Amria,El Amria,Ain Temouchent,Algeria,6535205
1475,043 76 42 50,043 76 42 49/043 66 85 11,,,Boulevard 20 Aout Hassi El ghella,Hassi El Ghella,El Amria,Ain Temouchent,Algeria,6535211
1476,043 73 05 02,043 73 05 04 /043 73 05 02,hassasnaapc@gmail.com,,RUE 01 MAI,Hassasna,Hammam Bou Hadjar,Ain Temouchent,Algeria,6535210
1477,043 65 04 67 ,043 65 02 54,,,Rue Meftahi Slimane,Ain Kihal,Ain Kihel,Ain Temouchent,Algeria,6535197
1478,043 69 43 54,043 69 44 15,"apcbenisaf@gmail,com",,Siege Apc Zendel Moulay Ahmed,Beni Saf,Beni Saf,Ain Temouchent,Algeria,6535201
1479,043 69 94 92,043699399/043699727,,,cite 281 logements,Sidi Safi,Beni Saf,Ain Temouchent,Algeria,6535218
1480,043 69-01-97,043-69-01-99/02-90,"oulhaça_commune@yahoo,fr",,Souk-El-Tenine oulhaça-gheraba,Oulhaca El Gheraba,Oulhassa Gheraba,Ain Temouchent,Algeria,5839815
1481,043 69 21 03,043 69 21 95,apcsidiouriache@hotmail.com,,Rue Chahid Hadj Boulenoire Mohamed,Sidi Ouriache,Oulhassa Gheraba,Ain Temouchent,Algeria,5839700
1482,043 69 81 05,043 69 81 13,,,Commue Emir Abdelkader APC,Emir Abdelkader,Beni Saf,Ain Temouchent,Algeria,6535206
1483,043 66 41 05,043 66 44 50,,,RUE FESSIOU CHEIKH EL MESSAID,El Messaid,El Amria,Ain Temouchent,Algeria,6535208
1484,029285153/029285202,29286107,apcgh47@gmail.com,Apc-ghardaia.com,Rue Talbi Ahmed Ghardaia,Ghardaia,Ghardaia,Ghardaia,Algeria,4503228
1485,29212000,29212024,,,Centre ville El meneaa,El Menia,El Menia,Ghardaia,Algeria,5118960
1486,029251560/029251382,029251656/029251773,apcdaia@hotmail.fr,,Place Des Martyres Daia ben dahoua,Dhayet Bendhahoua,Dhayet Ben Dhahoua,Ghardaia,Algeria,4518068
1487,29245832,29245110,apcberriane47@gmail.com,,Quartier Administratif Commune Berriane Wilaya de Ghardaïa,Berriane,Berriane,Ghardaia,Algeria,4873727
1488,029292286/029292475,29292283,,,Rue Emir Abdelkader,Metlili,Metlili,Ghardaia,Algeria,5012152
1489,29261032,29261842,apcguerrara@hotmail.com,,Quartier colonel lotfi,El Guerrara,El Guerrara,Ghardaia,Algeria,4874055
1490,029274236/029274235,29274167,,,Rue Ennacer commune El atteuf Daira Bounoura wilaya de ghardaia,El Atteuf,Bounoura,Ghardaia,Algeria,4873693
1491,029264651/029264650,029264656/029264652,apczelfana08@gmail.com,,Centre ville Zelfana,Zelfana,Zelfana,Ghardaia,Algeria,4874098
1492,29296223,29296211,tam_tam2015@outlook.fr,,Centre ville,Sebseb,Metlili,Ghardaia,Algeria,5012624
1493,029255858/029255077/029255136,029255676/029255029,secrtariat@communebounoura.dz,,Cité sidi abbaz Bounoura,Bounoura,Bounoura,Ghardaia,Algeria,4873420
1494,29278149,029278147/029278213,apc4711@gmail.com,,Quartier Administratif Hassi f'hel,Hassi Fehal,Mansourah,Ghardaia,Algeria,5117624
1495,029201124/029201328,29201303,,,Centre ville Hassi el Gara,Hassi Gara,El Menia,Ghardaia,Algeria,5118975
1496,29276224,29276235,aapcmansoura@gmail.com,,Quartier Administratif Commune Mansoura Wilaya de Ghardaïa,Mansoura,Mansourah,Ghardaia,Algeria,5117521
1497,046 72 34 93,046 72 33 83, , ,Rue BAKADA OULED MISOUM,Relizane,Relizane,Relizane,Algeria,6559416
1498,046 78 63 08,046 78 63 07,or4802@gmail.com,www.APC-OUEDRHIOU.DZ,Rue KAHAL BOUABDELLAH OUED/RHIOU,Oued-Rhiou,Oued Rhiou,Relizane,Algeria,6559412
1499,046 74 02 50,046 74 01 03,belhacel4803@gmail.com,,RUE PREMIER NOVEMBRE N°53 BELAASSEL BOUZAGZA,Belassel Bouzegza,El Matmar,Relizane,Algeria,6559345
1500,046 81 71 72,046 81 71 73,c.d@yahoo.com,,SIDI SAADA CENTR,Sidi Saada,Yellel,Relizane,Algeria,6559421
1501,046 84 71 08,046 84 71 30,ouledyaich615@hotmail.fr, ,Rue Chahid BENCHOHRA AHMED Ouled Yaich 48019 Relizane,Ouled Aiche,Ammi Moussa,Relizane,Algeria,6559414
1502,046 86 71 10,046 86  71 10,commune4806@hotmail.fr,,APC Sidi Lazreg Centre,Sidi Lazreg,Mendes,Relizane,Algeria,6559418
1503,046 83 35 30,046 83 33 23,apcelhmadna@gmail.com,,RUE MED KHEMISTI,El H'Madna,El H'Madna,Relizane,Algeria,6559375
1504,046 94 09 99,046 94 09 99,apcsmb@outlook.dz,,RUE DES MARTYRS CENTRE VILLE,Sidi M'Hamed Ben Ali,Sidi M'Hamed Ben Ali,Relizane,Algeria,6559419
1505,046 94 31 08,046 94 31 02,apcmediouna48011@gmail.com,,APC MEDIOUNA BOULVARD AZZI SAYAH,Mediouna,Sidi M'Hamed Ben Ali,Relizane,Algeria,6559406
1506,046 74 72 09,046 74 72 06,sidikhettab4810@gmail.com,,RUE KHIR EDDINE N°02 SIDI KHETTAB,Sidi Khettab,El Matmar,Relizane,Algeria,6559417
1507,046 84 13 11,046 84 12 95,cmn.moussa@gmail.com, ,CDT Si Ali Amm Moussai,Ammi Moussa,Ammi Moussa,Relizane,Algeria,6559331
1508,046 86 52 57,046 86 55 00,commune.zemmora@gmail.com,www.commune-zemmora.dz,RUE DE REVOLUTION ZEMMORA,Zemmoura,Zemmoura,Relizane,Algeria,6559424
1509,046 86 61 10,046 86 61 20,beni-dergoun@gmail.com,,CENTRE DE LA COMMUNE,Beni Dergoun,Zemmoura,Relizane,Algeria,6559354
1510,046 83 16 97,046 83 17 04,apc4814@gmail.com,,Rue ALEM ABDERRAHMANE,Djdiouia,Djidiouia,Relizane,Algeria,6559366
1511,046 94 41 01,046 94 41 49,apc-elguettar@hotmail.fr,,APC ELGUETTAR,El-Guettar,Mazouna,Relizane,Algeria,6559371
1512,046 83 61 02,046 83 61 01,apchamri@gmail.com, ,HAMRI CENTR,Hamri,Djidiouia,Relizane,Algeria,6559394
1513,046 80 33 54,046 80 33 58,apc48009@gmail.com,,RUE EL AMIR ABD EL MATMAR,El-Matmar,El Matmar,Relizane,Algeria,6559382
1514,046 75 22 43,046 75 22 42,apc4818@yahoo.fr,,RUE HOUARI BOUMEDIENE SIDI M'HAMED BENAOUDA,Sidi M'Hamed Benaouda,El Matmar,Relizane,Algeria,6559420
1515,046 85 92 67,046 85 92 21,apc4819@gmail.com,,RUE MOHAMMEH KHEMISTI,Ain-Tarek,Ain Tarek,Relizane,Algeria,6559342
